Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
16893,2,2,4,4,,,,
16894,2,2,2,5,,,,
16895,4,5,5,1,,,,
16896,2,2,2,1,,,,
16897,2,2,4,5,,,,
16898,4,4,4,2,,,,
16899,4,5,4,4,,,,
16900,1,1,1,5,,,,
16901,2,3,4,2,,,,
16902,4,3,4,1,,,,
16903,4,3,4,2,,,,
16904,2,2,2,4,,,,
16905,4,3,4,2,,,,
16906,4,2,2,1,,,,
16907,2,2,4,4,,,,
16908,2,1,1,4,,,,
16909,4,3,5,1,,,,
16910,4,4,3,4,,,,
16911,4,3,4,2,,,,
16912,2,4,4,5,,,,
16913,3,3,3,5,,,,
16914,4,3,4,2,,,,
16915,2,2,2,5,,,,
16916,2,2,2,2,,,,
16917,2,3,4,2,,,,
16918,4,4,4,2,,,,
16919,4,4,2,4,,,,
16920,2,3,4,5,,,,
16921,2,2,4,5,,,,
16922,3,3,4,3,,,,
16923,4,5,5,4,,,,
16924,3,3,3,5,,,,
16925,2,3,4,4,,,,
16926,2,2,4,2,,,,
16927,4,4,2,1,,,,
16928,4,4,4,1,,,,
16929,1,1,1,4,,,,
16930,2,2,4,4,,,,
16931,4,3,4,2,,,,
16932,4,4,4,1,,,,
16933,4,4,4,4,,,,
16934,3,3,4,5,,,,
16935,2,2,1,1,,,,
16936,4,4,4,1,,,,
16937,4,3,3,5,,,,
16938,2,3,4,2,,,,
16939,4,3,5,4,,,,
16940,2,4,4,5,,,,
16941,4,3,4,2,,,,
16942,2,2,2,1,,,,
16943,2,2,4,2,,,,
16944,2,2,4,4,,,,
16945,2,4,4,2,,,,
16946,4,4,4,1,,,,
16947,3,3,2,4,,,,
16948,2,2,2,4,,,,
16949,4,4,4,1,,,,
16950,4,3,5,4,,,,
16951,1,1,2,2,,,,
16952,4,5,4,5,,,,
16953,2,3,4,5,,,,
16954,2,3,4,2,,,,
16955,4,3,4,5,,,,
16956,4,4,4,2,,,,
16957,5,5,5,2,,,,
16958,2,3,3,2,,,,
16959,2,2,4,4,,,,
16960,4,4,5,5,,,,
16961,2,2,4,5,,,,
16962,2,2,4,3,,,,
16963,1,1,1,4,,,,
16964,2,2,2,5,,,,
16965,4,3,4,4,,,,
16966,2,2,4,2,,,,
16967,2,3,5,3,,,,
16968,4,3,5,4,,,,
16969,4,3,5,5,,,,
16970,4,3,4,4,,,,
16971,4,3,3,2,,,,
16972,4,4,4,1,,,,
16973,2,2,4,1,,,,
16974,4,3,4,4,,,,
16975,2,3,4,4,,,,
16976,4,4,4,2,,,,
16977,3,2,5,1,,,,
16978,2,2,4,4,,,,
16979,4,3,2,3,,,,
16980,3,3,5,4,,,,
16981,2,3,2,5,,,,
16982,4,3,5,4,,,,
16983,4,4,4,2,,,,
16984,3,3,4,1,,,,
16985,4,2,4,1,,,,
16986,4,4,4,4,,,,
16987,4,3,4,4,,,,
16988,5,5,4,2,,,,
16989,4,3,4,1,,,,
16990,1,1,4,4,,,,
16991,2,2,2,3,,,,
16992,2,3,5,4,,,,
16993,4,3,4,5,,,,
16994,4,2,4,4,,,,
16995,4,4,4,2,,,,
16996,2,2,2,1,,,,
16997,4,4,4,1,,,,
16998,4,5,5,4,,,,
16999,4,4,4,4,,,,
17000,2,2,5,2,,,,
17001,2,2,4,1,,,,
17002,2,2,5,1,,,,
17003,2,2,2,4,,,,
17004,2,2,2,4,,,,
17005,4,4,4,2,,,,
17006,4,3,3,1,,,,
17007,2,2,5,4,,,,
17008,3,3,2,5,,,,
17009,2,3,4,1,,,,
17010,4,5,5,1,,,,
17011,4,4,4,5,,,,
17012,3,2,2,2,,,,
17013,4,4,4,4,,,,
17014,3,3,4,5,,,,
17015,4,3,5,2,,,,
17016,4,3,4,1,,,,
17017,4,4,4,2,,,,
17018,4,3,2,4,,,,
17019,2,4,4,2,,,,
17020,2,2,2,1,,,,
17021,4,2,4,4,,,,
17022,4,2,4,4,,,,
17023,5,5,4,1,,,,
17024,4,3,5,4,,,,
17025,2,2,5,2,,,,
17026,2,2,4,5,,,,
17027,4,3,3,5,,,,
17028,2,2,4,2,,,,
17029,1,1,4,5,,,,
17030,4,3,5,2,,,,
17031,4,3,5,2,,,,
17032,2,3,5,2,,,,
17033,4,4,4,4,,,,
17034,2,3,4,5,,,,
17035,4,5,4,5,,,,
17036,4,3,4,3,,,,
17037,4,3,4,4,,,,
17038,4,4,4,5,,,,
17039,2,2,5,4,,,,
17040,4,2,5,2,,,,
17041,4,4,4,1,,,,
17042,2,3,4,1,,,,
17043,4,3,4,4,,,,
17044,2,2,2,4,,,,
17045,4,2,4,2,,,,
17046,4,3,5,1,,,,
17047,4,3,4,4,,,,
17048,4,2,5,5,,,,
17049,4,3,4,1,,,,
17050,2,2,4,1,,,,
17051,2,3,4,5,,,,
17052,4,2,4,2,,,,
17053,2,4,5,4,,,,
17054,2,2,4,5,,,,
17055,2,2,5,2,,,,
17056,4,4,4,1,,,,
17057,4,4,2,2,,,,
17058,2,2,2,4,,,,
17059,2,2,2,2,,,,
17060,2,2,2,1,,,,
17061,2,2,4,4,,,,
17062,4,4,5,4,,,,
17063,1,1,1,1,,,,
17064,4,2,4,4,,,,
17065,4,3,4,2,,,,
17066,2,1,1,5,,,,
17067,2,2,2,5,,,,
17068,4,5,5,2,,,,
17069,4,3,5,5,,,,
17070,2,2,2,2,,,,
17071,2,3,4,2,,,,
17072,4,3,4,2,,,,
17073,2,2,1,4,,,,
17074,4,3,4,5,,,,
17075,4,5,4,5,,,,
17076,2,2,5,3,,,,
17077,3,3,4,4,,,,
17078,4,4,5,5,,,,
17079,4,3,4,4,,,,
17080,4,4,4,2,,,,
17081,2,4,2,1,,,,
17082,4,4,4,1,,,,
17083,4,3,4,4,,,,
17084,2,2,4,4,,,,
17085,2,3,3,2,,,,
17086,2,2,4,1,,,,
17087,2,2,2,4,,,,
17088,2,2,4,5,,,,
17089,2,2,2,1,,,,
17090,4,4,4,1,,,,
17091,4,4,4,5,,,,
17092,4,4,4,2,,,,
17093,4,5,4,4,,,,
17094,4,3,5,5,,,,
17095,2,5,4,2,,,,
17096,4,3,3,1,,,,
17097,3,3,2,2,,,,
17098,4,3,5,4,,,,
17099,4,5,4,2,,,,
17100,2,2,5,1,,,,
17101,4,4,2,4,,,,
17102,2,2,1,4,,,,
17103,4,4,4,1,,,,
17104,2,5,4,4,,,,
17105,4,1,5,2,,,,
17106,4,3,4,5,,,,
17107,4,3,4,5,,,,
17108,4,3,3,2,,,,
17109,4,3,4,5,,,,
17110,3,3,2,2,,,,
17111,4,4,4,2,,,,
17112,2,2,5,2,,,,
17113,4,2,4,4,,,,
17114,4,3,4,5,,,,
17115,2,2,5,5,,,,
17116,2,4,4,3,,,,
17117,3,3,2,4,,,,
17118,2,2,5,5,,,,
17119,4,5,4,4,,,,
17120,2,2,1,2,,,,
17121,2,2,2,1,,,,
17122,4,3,4,1,,,,
17123,2,2,2,4,,,,
17124,2,2,2,4,,,,
17125,4,3,4,2,,,,
17126,2,2,4,1,,,,
17127,4,4,5,4,,,,
17128,2,2,1,5,,,,
17129,4,5,5,1,,,,
17130,4,3,5,1,,,,
17131,4,3,5,5,,,,
17132,3,3,2,2,,,,
17133,4,4,5,4,,,,
17134,2,3,2,5,,,,
17135,5,5,5,2,,,,
17136,2,2,4,1,,,,
17137,4,2,4,2,,,,
17138,4,2,5,4,,,,
17139,3,3,5,2,,,,
17140,2,2,5,1,,,,
17141,1,1,1,4,,,,
17142,2,3,4,4,,,,
17143,4,3,4,1,,,,
17144,4,2,5,4,,,,
17145,4,5,5,2,,,,
17146,4,3,4,5,,,,
17147,3,4,4,5,,,,
17148,2,2,4,2,,,,
17149,4,4,4,5,,,,
17150,3,3,2,2,,,,
17151,4,3,4,2,,,,
17152,3,3,4,2,,,,
17153,4,3,4,4,,,,
17154,4,3,4,5,,,,
17155,2,4,4,5,,,,
17156,5,5,5,3,,,,
17157,4,5,5,4,,,,
17158,4,3,4,5,,,,
17159,2,2,4,4,,,,
17160,4,3,4,2,,,,
17161,3,3,4,3,,,,
17162,2,4,1,4,,,,
17163,4,4,5,5,,,,
17164,4,4,5,4,,,,
17165,4,5,4,2,,,,
17166,4,3,5,1,,,,
17167,4,5,4,1,,,,
17168,2,2,4,4,,,,
17169,2,3,5,4,,,,
17170,4,4,4,2,,,,
17171,3,2,2,1,,,,
17172,4,4,4,4,,,,
17173,4,3,4,3,,,,
17174,5,4,5,4,,,,
17175,2,3,2,5,,,,
17176,2,3,4,4,,,,
17177,2,3,2,2,,,,
17178,2,2,2,1,,,,
17179,5,5,2,1,,,,
17180,2,2,4,4,,,,
17181,4,2,4,4,,,,
17182,2,2,4,2,,,,
17183,4,4,4,1,,,,
17184,5,5,4,4,,,,
17185,4,2,5,3,,,,
17186,2,3,4,4,,,,
17187,4,5,5,5,,,,
17188,4,4,4,4,,,,
17189,2,1,5,2,,,,
17190,4,3,4,1,,,,
17191,4,4,4,1,,,,
17192,2,2,4,4,,,,
17193,2,2,2,4,,,,
17194,3,3,2,2,,,,
17195,4,5,4,2,,,,
17196,2,2,5,1,,,,
17197,4,5,5,1,,,,
17198,3,3,2,4,,,,
17199,2,3,5,4,,,,
17200,4,4,4,2,,,,
17201,2,2,2,1,,,,
17202,2,1,2,4,,,,
17203,2,2,5,3,,,,
17204,3,3,4,4,,,,
17205,4,4,5,5,,,,
17206,4,5,4,4,,,,
17207,2,2,2,2,,,,
17208,4,3,4,1,,,,
17209,2,2,4,1,,,,
17210,2,2,2,4,,,,
17211,2,3,4,4,,,,
17212,4,3,4,2,,,,
17213,2,3,1,1,,,,
17214,4,3,4,1,,,,
17215,2,3,4,4,,,,
17216,2,2,4,4,,,,
17217,4,3,4,2,,,,
17218,2,2,5,1,,,,
17219,3,2,2,4,,,,
17220,4,4,4,5,,,,
17221,4,3,3,1,,,,
17222,4,3,4,1,,,,
17223,3,3,2,5,,,,
17224,2,2,2,2,,,,
17225,4,4,4,4,,,,
17226,4,3,4,5,,,,
17227,4,4,4,2,,,,
17228,4,4,4,1,,,,
17229,4,4,5,2,,,,
17230,4,3,4,4,,,,
17231,4,3,2,2,,,,
17232,2,2,2,1,,,,
17233,2,2,5,4,,,,
17234,4,4,5,4,,,,
17235,4,2,4,1,,,,
17236,4,2,5,4,,,,
17237,2,3,4,2,,,,
17238,2,2,2,5,,,,
17239,2,4,2,5,,,,
17240,2,2,2,2,,,,
17241,4,3,4,5,,,,
17242,2,3,4,2,,,,
17243,2,3,2,2,,,,
17244,4,4,4,2,,,,
17245,2,5,5,4,,,,
17246,2,3,4,5,,,,
17247,4,3,4,5,,,,
17248,2,2,1,3,,,,
17249,2,4,1,4,,,,
17250,4,3,4,5,,,,
17251,2,2,4,4,,,,
17252,4,3,4,2,,,,
17253,4,4,5,1,,,,
17254,4,4,4,1,,,,
17255,4,3,4,4,,,,
17256,2,3,5,4,,,,
17257,2,4,2,2,,,,
17258,2,3,4,1,,,,
17259,4,3,4,4,,,,
17260,4,3,2,5,,,,
17261,2,2,2,1,,,,
17262,1,5,5,1,,,,
17263,5,5,5,5,,,,
17264,2,3,5,2,,,,
17265,2,2,4,4,,,,
17266,2,3,4,5,,,,
17267,4,2,5,2,,,,
17268,4,4,5,1,,,,
17269,4,4,5,2,,,,
17270,2,2,2,4,,,,
17271,2,2,1,2,,,,
17272,4,4,2,1,,,,
17273,4,5,5,4,,,,
17274,2,1,2,4,,,,
17275,2,4,4,1,,,,
17276,2,2,2,4,,,,
17277,2,2,2,2,,,,
17278,4,3,4,5,,,,
17279,4,3,4,5,,,,
17280,2,2,2,2,,,,
17281,4,3,3,5,,,,
17282,1,1,1,2,,,,
17283,3,3,1,2,,,,
17284,4,2,4,2,,,,
17285,2,2,2,4,,,,
17286,4,3,3,5,,,,
17287,2,3,4,5,,,,
17288,2,2,5,3,,,,
17289,2,2,1,4,,,,
17290,4,4,4,5,,,,
17291,4,3,5,4,,,,
17292,4,4,5,2,,,,
17293,4,5,5,1,,,,
17294,2,2,4,1,,,,
17295,2,2,2,4,,,,
17296,4,3,4,4,,,,
17297,4,3,4,2,,,,
17298,2,2,5,1,,,,
17299,2,3,4,4,,,,
17300,4,3,4,5,,,,
17301,4,3,4,1,,,,
17302,5,4,5,1,,,,
17303,2,3,2,5,,,,
17304,4,3,4,2,,,,
17305,4,4,4,4,,,,
17306,4,5,5,5,,,,
17307,2,2,4,2,,,,
17308,2,2,4,1,,,,
17309,1,1,1,2,,,,
17310,4,3,4,4,,,,
17311,4,3,4,2,,,,
17312,4,3,4,1,,,,
17313,2,3,2,4,,,,
17314,5,5,5,4,,,,
17315,4,3,4,1,,,,
17316,2,3,4,4,,,,
17317,4,3,4,2,,,,
17318,4,3,5,5,,,,
17319,4,3,3,5,,,,
17320,4,4,4,2,,,,
17321,2,2,2,5,,,,
17322,4,5,4,2,,,,
17323,3,3,2,2,,,,
17324,4,3,4,2,,,,
17325,3,3,3,4,,,,
17326,2,2,1,5,,,,
17327,2,2,2,5,,,,
17328,2,2,5,3,,,,
17329,2,2,4,4,,,,
17330,4,4,1,5,,,,
17331,4,3,5,4,,,,
17332,4,2,1,2,,,,
17333,2,2,4,1,,,,
17334,4,3,3,1,,,,
17335,2,2,5,4,,,,
17336,2,2,2,4,,,,
17337,4,4,4,2,,,,
17338,4,3,2,1,,,,
17339,2,2,5,4,,,,
17340,2,3,4,5,,,,
17341,2,3,4,1,,,,
17342,4,4,4,1,,,,
17343,1,1,1,5,,,,
17344,2,2,5,2,,,,
17345,2,2,4,4,,,,
17346,4,3,4,5,,,,
17347,2,3,4,2,,,,
17348,2,3,4,1,,,,
17349,2,2,2,2,,,,
17350,3,3,4,4,,,,
17351,4,4,4,2,,,,
17352,2,3,5,1,,,,
17353,2,5,4,4,,,,
17354,4,3,5,4,,,,
17355,1,2,5,1,,,,
17356,2,3,4,4,,,,
17357,2,3,5,2,,,,
17358,4,4,5,5,,,,
17359,4,3,5,5,,,,
17360,4,2,1,2,,,,
17361,4,3,4,5,,,,
17362,2,3,5,2,,,,
17363,4,5,5,2,,,,
17364,4,3,2,2,,,,
17365,2,2,5,4,,,,
17366,4,4,4,5,,,,
17367,2,3,5,5,,,,
17368,4,4,4,3,,,,
17369,4,3,4,4,,,,
17370,2,3,5,5,,,,
17371,2,4,4,4,,,,
17372,4,5,4,2,,,,
17373,2,2,2,3,,,,
17374,2,2,5,4,,,,
17375,4,4,4,5,,,,
17376,4,5,5,4,,,,
17377,2,3,2,2,,,,
17378,2,2,5,1,,,,
17379,3,3,4,1,,,,
17380,2,2,5,4,,,,
17381,4,3,4,4,,,,
17382,2,2,2,2,,,,
17383,2,2,5,1,,,,
17384,2,2,5,4,,,,
17385,2,2,5,3,,,,
17386,2,3,4,4,,,,
17387,2,2,2,5,,,,
17388,5,5,4,4,,,,
17389,2,3,2,2,,,,
17390,4,4,4,1,,,,
17391,4,3,3,1,,,,
17392,4,3,3,4,,,,
17393,2,3,4,4,,,,
17394,4,3,5,2,,,,
17395,2,2,2,1,,,,
17396,4,4,4,4,,,,
17397,4,3,4,3,,,,
17398,3,3,2,4,,,,
17399,2,2,4,5,,,,
17400,4,3,5,4,,,,
17401,4,4,4,2,,,,
17402,4,4,4,1,,,,
17403,4,4,4,1,,,,
17404,2,5,4,2,,,,
17405,2,1,2,1,,,,
17406,4,3,3,1,,,,
17407,3,2,5,4,,,,
17408,2,3,4,4,,,,
17409,2,2,2,2,,,,
17410,4,2,2,1,,,,
17411,4,3,2,4,,,,
17412,2,2,5,3,,,,
17413,3,3,5,4,,,,
17414,4,3,5,5,,,,
17415,2,3,3,4,,,,
17416,4,3,4,2,,,,
17417,1,1,1,1,,,,
17418,2,2,3,1,,,,
17419,4,1,1,4,,,,
17420,2,2,4,4,,,,
17421,2,3,5,2,,,,
17422,2,2,1,1,,,,
17423,4,4,4,1,,,,
17424,4,3,3,4,,,,
17425,3,3,3,4,,,,
17426,4,4,4,2,,,,
17427,2,2,2,1,,,,
17428,4,3,3,4,,,,
17429,2,2,1,5,,,,
17430,4,4,3,1,,,,
17431,2,2,2,1,,,,
17432,3,2,5,5,,,,
17433,2,2,5,2,,,,
17434,4,3,4,4,,,,
17435,4,3,5,5,,,,
17436,2,2,4,2,,,,
17437,5,4,5,1,,,,
17438,4,3,4,2,,,,
17439,2,4,4,4,,,,
17440,4,3,4,2,,,,
17441,4,4,4,1,,,,
17442,4,5,5,4,,,,
17443,4,3,3,4,,,,
17444,2,2,4,1,,,,
17445,4,2,4,4,,,,
17446,4,3,5,2,,,,
17447,4,3,4,5,,,,
17448,2,2,4,5,,,,
17449,4,5,1,2,,,,
17450,4,3,4,5,,,,
17451,4,3,5,2,,,,
17452,4,3,5,2,,,,
17453,2,3,5,2,,,,
17454,4,3,4,4,,,,
17455,2,2,1,5,,,,
17456,4,4,4,5,,,,
17457,2,3,3,3,,,,
17458,2,5,5,4,,,,
17459,4,4,4,5,,,,
17460,4,4,4,4,,,,
17461,4,3,3,2,,,,
17462,4,3,4,1,,,,
17463,2,2,5,1,,,,
17464,4,3,4,4,,,,
17465,4,3,5,4,,,,
17466,4,5,1,2,,,,
17467,4,4,3,1,,,,
17468,2,2,2,4,,,,
17469,4,3,3,5,,,,
17470,2,3,4,1,,,,
17471,2,2,2,1,,,,
17472,5,5,4,5,,,,
17473,3,3,3,2,,,,
17474,4,3,5,4,,,,
17475,5,5,5,5,,,,
17476,4,5,4,2,,,,
17477,2,2,3,1,,,,
17478,2,2,4,2,,,,
17479,4,2,5,4,,,,
17480,2,3,4,2,,,,
17481,2,2,5,1,,,,
17482,4,3,4,4,,,,
17483,2,2,2,4,,,,
17484,4,2,2,1,,,,
17485,4,4,4,4,,,,
17486,4,4,4,2,,,,
17487,4,4,5,5,,,,
17488,4,5,5,5,,,,
17489,2,3,1,2,,,,
17490,4,4,4,5,,,,
17491,2,4,3,2,,,,
17492,2,2,4,2,,,,
17493,4,4,5,2,,,,
17494,4,4,5,4,,,,
17495,4,3,4,5,,,,
17496,4,3,5,5,,,,
17497,2,2,1,3,,,,
17498,1,2,1,4,,,,
17499,4,3,5,5,,,,
17500,4,2,4,4,,,,
17501,4,4,5,2,,,,
17502,2,2,1,1,,,,
17503,2,2,1,1,,,,
17504,4,5,5,4,,,,
17505,4,4,5,4,,,,
17506,2,3,4,2,,,,
17507,4,3,3,1,,,,
17508,4,3,3,4,,,,
17509,2,4,4,5,,,,
17510,2,2,1,1,,,,
17511,4,3,5,1,,,,
17512,4,3,3,5,,,,
17513,4,2,5,2,,,,
17514,4,4,5,4,,,,
17515,5,5,5,5,,,,
17516,2,2,1,2,,,,
17517,1,2,1,1,,,,
17518,5,5,5,2,,,,
17519,2,2,3,4,,,,
17520,4,3,5,2,,,,
17521,4,4,3,1,,,,
17522,2,2,1,4,,,,
17523,4,1,4,4,,,,
17524,5,2,1,1,,,,
17525,2,3,1,4,,,,
17526,1,1,1,2,,,,
17527,4,3,3,5,,,,
17528,2,2,1,5,,,,
17529,4,4,2,2,,,,
17530,2,3,4,5,,,,
17531,4,3,3,2,,,,
17532,2,4,3,2,,,,
17533,2,2,1,2,,,,
17534,4,3,3,4,,,,
17535,5,5,1,5,,,,
17536,2,3,2,5,,,,
17537,2,3,3,3,,,,
17538,2,2,1,4,,,,
17539,2,2,5,5,,,,
17540,4,3,3,4,,,,
17541,4,4,5,2,,,,
17542,4,3,5,1,,,,
17543,4,3,3,1,,,,
17544,2,2,1,4,,,,
17545,4,4,1,4,,,,
17546,4,4,5,2,,,,
17547,4,4,2,1,,,,
17548,4,4,4,4,,,,
17549,2,3,1,5,,,,
17550,4,4,5,1,,,,
17551,2,2,5,1,,,,
17552,4,2,2,5,,,,
17553,2,2,1,2,,,,
17554,2,2,1,4,,,,
17555,4,3,3,5,,,,
17556,4,3,4,2,,,,
17557,4,4,4,1,,,,
17558,4,4,5,2,,,,
17559,4,4,3,4,,,,
17560,2,5,1,2,,,,
17561,4,4,4,1,,,,
17562,4,4,5,4,,,,
17563,1,2,3,4,,,,
17564,2,2,3,1,,,,
17565,5,4,5,4,,,,
17566,2,2,4,2,,,,
17567,4,3,5,5,,,,
17568,2,2,3,5,,,,
17569,3,3,3,2,,,,
17570,2,3,3,5,,,,
17571,2,2,1,2,,,,
17572,4,4,5,2,,,,
17573,4,4,3,2,,,,
17574,4,4,5,4,,,,
17575,2,2,2,5,,,,
17576,3,3,3,5,,,,
17577,4,4,4,3,,,,
17578,2,2,1,4,,,,
17579,4,3,5,5,,,,
17580,4,3,4,4,,,,
17581,4,3,1,2,,,,
17582,4,4,5,3,,,,
17583,5,5,5,4,,,,
17584,2,3,4,5,,,,
17585,2,2,2,4,,,,
17586,4,3,3,2,,,,
17587,4,2,2,1,,,,
17588,2,3,5,1,,,,
17589,2,2,4,4,,,,
17590,4,3,5,4,,,,
17591,4,3,3,2,,,,
17592,1,2,3,1,,,,
17593,2,2,2,4,,,,
17594,2,1,1,3,,,,
17595,4,4,3,4,,,,
17596,2,3,5,5,,,,
17597,4,4,3,4,,,,
17598,2,3,1,2,,,,
17599,4,3,4,1,,,,
17600,3,3,4,1,,,,
17601,2,2,1,4,,,,
17602,4,3,3,4,,,,
17603,4,3,3,2,,,,
17604,2,3,3,1,,,,
17605,2,2,5,4,,,,
17606,3,3,3,3,,,,
17607,3,3,3,4,,,,
17608,2,4,5,5,,,,
17609,2,4,1,4,,,,
17610,2,2,1,2,,,,
17611,2,2,1,1,,,,
17612,4,1,3,1,,,,
17613,2,3,5,2,,,,
17614,3,3,3,1,,,,
17615,2,4,2,1,,,,
17616,2,2,1,4,,,,
17617,2,2,1,4,,,,
17618,4,3,4,2,,,,
17619,2,3,3,1,,,,
17620,4,2,2,4,,,,
17621,4,3,5,3,,,,
17622,2,2,1,4,,,,
17623,2,2,4,5,,,,
17624,2,2,2,4,,,,
17625,2,3,3,2,,,,
17626,2,3,3,1,,,,
17627,4,5,5,1,,,,
17628,3,3,5,4,,,,
17629,5,5,5,4,,,,
17630,2,2,1,2,,,,
17631,2,2,1,1,,,,
17632,5,4,4,1,,,,
17633,4,4,4,4,,,,
17634,2,2,2,4,,,,
17635,3,2,2,2,,,,
17636,4,3,3,1,,,,
17637,2,3,3,4,,,,
17638,3,4,1,5,,,,
17639,2,3,4,1,,,,
17640,2,3,3,1,,,,
17641,2,2,1,5,,,,
17642,3,3,3,2,,,,
17643,4,3,3,4,,,,
17644,2,2,2,5,,,,
17645,4,3,3,2,,,,
17646,4,3,3,1,,,,
17647,4,3,3,2,,,,
17648,4,3,3,4,,,,
17649,2,3,5,2,,,,
17650,4,4,3,1,,,,
17651,2,3,3,4,,,,
17652,2,4,4,4,,,,
17653,5,5,5,1,,,,
17654,5,5,5,4,,,,
17655,4,2,1,2,,,,
17656,5,4,4,5,,,,
17657,4,3,5,5,,,,
17658,4,5,5,2,,,,
17659,2,4,2,5,,,,
17660,4,3,3,2,,,,
17661,4,4,2,2,,,,
17662,2,2,2,2,,,,
17663,4,2,5,4,,,,
17664,4,4,5,5,,,,
17665,2,2,5,5,,,,
17666,4,3,3,3,,,,
17667,4,3,3,4,,,,
17668,4,2,1,5,,,,
17669,2,2,1,4,,,,
17670,2,2,1,2,,,,
17671,3,3,1,1,,,,
17672,4,3,3,1,,,,
17673,4,4,4,4,,,,
17674,2,3,1,4,,,,
17675,5,5,4,2,,,,
17676,2,3,1,1,,,,
17677,4,1,1,4,,,,
17678,4,3,5,5,,,,
17679,2,2,1,1,,,,
17680,3,2,1,1,,,,
17681,4,1,1,5,,,,
17682,2,2,4,2,,,,
17683,3,3,4,4,,,,
17684,4,4,4,5,,,,
17685,5,5,4,2,,,,
17686,4,2,5,1,,,,
17687,4,4,3,2,,,,
17688,3,3,3,4,,,,
17689,4,3,3,2,,,,
17690,4,2,5,1,,,,
17691,2,2,1,4,,,,
17692,4,4,4,4,,,,
17693,3,3,5,1,,,,
17694,4,4,5,4,,,,
17695,4,2,5,2,,,,
17696,2,3,3,5,,,,
17697,2,3,3,5,,,,
17698,2,2,1,2,,,,
17699,2,2,1,5,,,,
17700,2,2,1,2,,,,
17701,4,2,1,2,,,,
17702,2,2,1,2,,,,
17703,2,1,1,4,,,,
17704,4,2,5,5,,,,
17705,4,4,4,5,,,,
17706,4,3,5,3,,,,
17707,4,5,5,4,,,,
17708,2,2,1,5,,,,
17709,2,3,4,4,,,,
17710,3,3,3,2,,,,
17711,4,4,4,1,,,,
17712,4,2,2,1,,,,
17713,4,3,3,4,,,,
17714,2,1,1,4,,,,
17715,4,5,4,2,,,,
17716,2,4,2,1,,,,
17717,2,3,3,4,,,,
17718,2,2,1,5,,,,
17719,1,1,2,1,,,,
17720,4,2,2,1,,,,
17721,2,3,1,5,,,,
17722,4,4,4,2,,,,
17723,4,5,3,4,,,,
17724,4,4,3,5,,,,
17725,2,2,1,2,,,,
17726,2,2,5,1,,,,
17727,2,3,4,2,,,,
17728,2,2,2,4,,,,
17729,3,3,3,2,,,,
17730,4,3,3,1,,,,
17731,3,4,4,4,,,,
17732,2,2,2,4,,,,
17733,3,2,1,1,,,,
17734,2,4,5,4,,,,
17735,4,3,3,2,,,,
17736,4,3,4,5,,,,
17737,4,4,5,5,,,,
17738,2,3,3,2,,,,
17739,3,3,3,5,,,,
17740,2,2,5,2,,,,
17741,2,2,5,2,,,,
17742,4,3,3,2,,,,
17743,4,3,3,4,,,,
17744,4,3,3,5,,,,
17745,2,1,1,5,,,,
17746,2,2,3,3,,,,
17747,4,4,1,4,,,,
17748,2,2,3,5,,,,
17749,2,2,1,4,,,,
17750,4,4,5,2,,,,
17751,4,2,4,1,,,,
17752,2,2,5,1,,,,
17753,2,2,1,4,,,,
17754,2,4,5,4,,,,
17755,2,3,5,2,,,,
17756,4,4,5,1,,,,
17757,2,2,1,4,,,,
17758,4,3,4,5,,,,
17759,4,3,3,1,,,,
17760,4,2,2,1,,,,
17761,4,4,5,5,,,,
17762,2,2,5,2,,,,
17763,4,3,3,4,,,,
17764,4,5,5,5,,,,
17765,4,3,5,2,,,,
17766,2,2,4,1,,,,
17767,2,4,3,2,,,,
17768,2,2,1,4,,,,
17769,4,4,5,2,,,,
17770,2,2,1,1,,,,
17771,2,2,2,4,,,,
17772,3,3,5,4,,,,
17773,3,3,4,1,,,,
17774,4,3,5,4,,,,
17775,4,3,4,2,,,,
17776,2,2,5,5,,,,
17777,2,1,1,5,,,,
17778,2,2,5,2,,,,
17779,2,3,5,5,,,,
17780,3,3,3,2,,,,
17781,2,2,5,2,,,,
17782,2,2,5,2,,,,
17783,2,5,5,4,,,,
17784,3,3,2,5,,,,
17785,4,3,5,5,,,,
17786,4,3,5,3,,,,
17787,2,4,1,4,,,,
17788,2,3,5,5,,,,
17789,4,5,5,4,,,,
17790,3,3,5,2,,,,
17791,2,3,5,3,,,,
17792,3,3,2,4,,,,
17793,2,4,1,5,,,,
17794,2,4,4,4,,,,
17795,1,2,2,2,,,,
17796,3,1,1,1,,,,
17797,4,4,4,1,,,,
17798,2,2,2,4,,,,
17799,4,2,3,4,,,,
17800,2,2,2,2,,,,
17801,2,2,5,1,,,,
17802,4,3,3,4,,,,
17803,4,4,4,3,,,,
17804,3,3,5,4,,,,
17805,2,2,2,5,,,,
17806,3,3,2,4,,,,
17807,4,4,4,2,,,,
17808,2,2,4,1,,,,
17809,2,3,2,1,,,,
17810,2,2,2,4,,,,
17811,2,1,1,4,,,,
17812,3,4,4,2,,,,
17813,2,2,5,1,,,,
17814,4,4,5,4,,,,
17815,2,1,1,3,,,,
17816,3,3,4,4,,,,
17817,4,2,2,5,,,,
17818,3,3,3,4,,,,
17819,2,5,5,2,,,,
17820,4,4,2,1,,,,
17821,5,5,5,1,,,,
17822,4,3,1,3,,,,
